"","term","contrast","null.value","estimate","std.error","statistic","adj.p.value"
"1","treat","MW - FM",0,-1.21060017047909,0.291841853102512,-4.14813762182993,0.000222402112907694
"2","treat","MW2 - FM",0,-1.19319541263493,0.297871850574608,-4.00573404413073,0.000349508577877411
"3","treat","SM - FM",0,-0.838978688718982,0.317185960244515,-2.64506880466028,0.0405894535901906
"4","treat","MW2 - MW",0,0.0174047578441623,0.29367314875833,0.0592657446475812,0.999925194908888
"5","treat","SM - MW",0,0.371621481760112,0.313246248681649,1.18635572915604,0.6350912904893
"6","treat","SM - MW2",0,0.35421672391595,0.318871736683512,1.11084390106207,0.682465267696721
